id,indicator,indicator.label,freq,freq.label,size,data.start,data.end,last.update,n.records,collection,collection.label,subject,subject.label
EMP_TEMP_SEX_STE_DT_M,EMP_TEMP_SEX_STE_DT,"Employment distribution by status in employment (by sex) (%)",M,Monthly,209.97 KB,1948M01,2020M01,15/02/2020 23:47:19,33035,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_HOW_DT_A,EMP_TEMP_SEX_HOW_DT,"Employment distribution by weekly hours actually worked (by sex) (%)",A,Annual,294.53 KB,1976,2019,08/03/2020 06:08:22,39986,YI,"Yearly indicators",EMP;HOW,"Employment | Working time"
EMP_TEMP_SEX_STE_GEO_DT_A,EMP_TEMP_SEX_STE_GEO_DT,"Employment distribution by status in employment (by sex and rural / urban areas (%)",A,Annual,578.69 KB,1990,2019,06/03/2020 21:42:59,89305,YI,"Yearly indicators",EMP,"Employment"
EMP_TEM1_SEX_AGE_NB_Q,EMP_TEM1_SEX_AGE_NB,"Employment by sex and age, seasonally adjusted series (thousands)",Q,Quarterly,764.58 KB,1980Q1,2019Q4,15/02/2020 23:47:18,96016,STI,"Short term indicators",EMP,"Employment"
EMP_TEM1_SEX_AGE_NB_M,EMP_TEM1_SEX_AGE_NB,"Employment by sex and age, seasonally adjusted series (thousands)",M,Monthly,386.86 KB,1986M01,2019M12,08/02/2020 11:51:27,54164,STI,"Short term indicators",EMP,"Employment"
EMP_TEM1_SEX_ECO_NB_Q,EMP_TEM1_SEX_ECO_NB,"Employment by sex and economic activity, seasonally adjusted series (thousands)",Q,Quarterly,524.23 KB,1980Q1,2019Q4,14/02/2020 17:51:55,62181,STI,"Short term indicators",EMP,"Employment"
EMP_TEM1_SEX_ECO_NB_M,EMP_TEM1_SEX_ECO_NB,"Employment by sex and economic activity, seasonally adjusted series (thousands)",M,Monthly,192.25 KB,1986M01,2019M12,08/02/2020 11:52:08,24743,STI,"Short term indicators",EMP,"Employment"
EMP_XFMG_NOC_RT_A,EMP_XFMG_NOC_RT,"Female share of employment in senior and middle management (%)",A,Annual,7.46 KB,1992,2019,08/03/2020 06:08:33,1117,YI,"Yearly indicators",EMP;WOM,"Employment | Women"
EMP_DWAP_SEX_AGE_RT_A,EMP_DWAP_SEX_AGE_RT,"Employment-to-population ratio by sex and age (%)",A,Annual,1.4 MB,1947,2019,06/03/2020 09:02:13,191233,YI,"Yearly indicators",EMP,"Employment"
EMP_DWAP_SEX_AGE_RT_Q,EMP_DWAP_SEX_AGE_RT,"Employment-to-population ratio by sex and age (%)",Q,Quarterly,2.82 MB,1948Q1,2019Q4,06/03/2020 21:43:43,434285,STI,"Short term indicators",EMP,"Employment"
EMP_DWAP_SEX_AGE_RT_M,EMP_DWAP_SEX_AGE_RT,"Employment-to-population ratio by sex and age (%)",M,Monthly,1.36 MB,1948M01,2020M01,15/02/2020 23:47:20,203146,STI,"Short term indicators",EMP,"Employment"
EMP_DWAP_SEX_AGE_EDU_RT_A,EMP_DWAP_SEX_AGE_EDU_RT,"Employment-to-population ratio by sex, age and education (%)",A,Annual,5.94 MB,1990,2019,06/03/2020 09:02:57,820920,YI,"Yearly indicators",EMP,"Employment"
EMP_DWAP_SEX_AGE_EDU_RT_Q,EMP_DWAP_SEX_AGE_EDU_RT,"Employment-to-population ratio by sex, age and education (%)",Q,Quarterly,8.99 MB,1990Q1,2019Q4,06/03/2020 21:43:43,1187286,STI,"Short term indicators",EMP,"Employment"
EMP_DWAP_SEX_AGE_EDU_RT_M,EMP_DWAP_SEX_AGE_EDU_RT,"Employment-to-population ratio by sex, age and education (%)",M,Monthly,1.77 MB,1990M01,2020M01,15/02/2020 23:47:18,224435,STI,"Short term indicators",EMP,"Employment"
EMP_DWAP_SEX_AGE_GEO_RT_A,EMP_DWAP_SEX_AGE_GEO_RT,"Employment-to-population ratio by sex, age and rural / urban areas (%)",A,Annual,1.34 MB,1990,2019,06/03/2020 09:02:52,181638,YI,"Yearly indicators",EMP,"Employment"
EMP_DWAP_SEX_AGE_GEO_RT_Q,EMP_DWAP_SEX_AGE_GEO_RT,"Employment-to-population ratio by sex, age and rural / urban areas (%)",Q,Quarterly,3.5 MB,1995Q2,2019Q4,06/03/2020 21:43:43,474010,STI,"Short term indicators",EMP,"Employment"
EMP_DWAP_SEX_AGE_GEO_RT_M,EMP_DWAP_SEX_AGE_GEO_RT,"Employment-to-population ratio by sex, age and rural / urban areas (%)",M,Monthly,514.43 KB,2005M01,2020M01,15/02/2020 23:47:18,66906,STI,"Short term indicators",EMP,"Employment"
EMP_DWAP_SEX_AGE_MTS_RT_A,EMP_DWAP_SEX_AGE_MTS_RT,"Employment-to-population ratio by sex, age and marital status (%)",A,Annual,1.96 MB,1990,2019,06/03/2020 21:42:59,274826,YI,"Yearly indicators",EMP;WOM,"Employment | Women"
EMP_DWAP_SEX_MTS_RT_A,EMP_DWAP_SEX_MTS_RT,"Employment-to-population ratio by sex and marital status (%)",A,Annual,156.43 KB,1990,2019,06/03/2020 21:42:59,19764,YI,"Yearly indicators",EMP;WOM,"Employment | Women"
EMP_DWAP_SEX_EDU_GEO_RT_A,EMP_DWAP_SEX_EDU_GEO_RT,"Employment-to-population ratio by sex, education and rural / urban areas (%)",A,Annual,425.88 KB,1990,2019,06/03/2020 21:42:59,49860,YI,"Yearly indicators",EMP,"Employment"
EMP_DWAP_SEX_EDU_MTS_RT_A,EMP_DWAP_SEX_EDU_MTS_RT,"Employment-to-population ratio by sex, education and marital status (%)",A,Annual,1.89 MB,1994,2019,06/03/2020 21:42:59,244659,YI,"Yearly indicators",EMP;WOM,"Employment | Women"
EMP_DWA1_SEX_AGE_RT_Q,EMP_DWA1_SEX_AGE_RT,"Employment-to-population ratio by sex and age, seasonally adjusted series (%)",Q,Quarterly,433.84 KB,1980Q1,2019Q4,08/02/2020 11:51:44,62206,STI,"Short term indicators",EMP,"Employment"
EMP_DWA1_SEX_AGE_RT_M,EMP_DWA1_SEX_AGE_RT,"Employment-to-population ratio by sex and age, seasonally adjusted series (%)",M,Monthly,280.81 KB,1986M01,2019M12,08/02/2020 11:51:50,42818,STI,"Short term indicators",EMP,"Employment"
GED_PEPR_SEX_HHT_CHL_RT_A,GED_PEPR_SEX_HHT_CHL_RT,"Prime-age employment-to-population ratio by sex, household type and presence of children (%)",A,Annual,38.17 KB,2010,2018,27/02/2020 18:55:32,5415,YI,"Yearly indicators",EMP;WOM,"Employment | Women"
GED_PEPR_SEX_HHT_GEO_RT_A,GED_PEPR_SEX_HHT_GEO_RT,"Prime-age employment-to-population ratio by sex, household type and rural / urban areas (%)",A,Annual,26.75 KB,2010,2018,27/02/2020 18:55:12,3812,YI,"Yearly indicators",EMP;WOM,"Employment | Women"
EMP_PTER_SEX_RT_A,EMP_PTER_SEX_RT,"Incidence of part-time employment by sex -- Common definition (%)",A,Annual,32.47 KB,1976,2019,08/03/2020 06:08:42,4826,YI,"Yearly indicators",EMP;HOW,"Employment | Working time"
EES_TEES_SEX_INS_NB_A,EES_TEES_SEX_INS_NB,"Employees by sex and institutional sector (thousands)",A,Annual,66.79 KB,1976,2019,06/03/2020 09:03:26,7028,YI,"Yearly indicators",EMP,"Employment"
EES_TEES_SEX_ECO_NB_A,EES_TEES_SEX_ECO_NB,"Employees by sex and economic activity (thousands)",A,Annual,1.79 MB,1939,2019,08/03/2020 06:13:58,238388,YI,"Yearly indicators",EMP,"Employment"
EES_TEES_SEX_ECO_NB_Q,EES_TEES_SEX_ECO_NB,"Employees by sex and economic activity (thousands)",Q,Quarterly,2.8 MB,1948Q1,2019Q4,06/03/2020 21:43:43,424162,STI,"Short term indicators",EMP,"Employment"
EES_TEES_SEX_ECO_NB_M,EES_TEES_SEX_ECO_NB,"Employees by sex and economic activity (thousands)",M,Monthly,708.87 KB,1948M01,2020M01,06/03/2020 21:43:43,97264,STI,"Short term indicators",EMP,"Employment"
EES_TEES_SEX_EC2_NB_A,EES_TEES_SEX_EC2_NB,"Employees by sex and economic activity - ISIC level 2 (thousands)",A,Annual,1.97 MB,1992,2019,06/03/2020 21:42:59,243714,YI,"Yearly indicators",EMP,"Employment"
EES_TEES_SEX_OCU_NB_A,EES_TEES_SEX_OCU_NB,"Employees by sex and occupation (thousands)",A,Annual,608.05 KB,1991,2019,06/03/2020 09:03:13,75655,YI,"Yearly indicators",EMP,"Employment"
EES_TEES_SEX_OCU_NB_Q,EES_TEES_SEX_OCU_NB,"Employees by sex and occupation (thousands)",Q,Quarterly,1.13 MB,1995Q2,2019Q4,06/03/2020 21:43:43,167521,STI,"Short term indicators",EMP,"Employment"
EES_TEES_SEX_OCU_NB_M,EES_TEES_SEX_OCU_NB,"Employees by sex and occupation (thousands)",M,Monthly,142.33 KB,2000M01,2019M12,15/02/2020 23:47:20,15999,STI,"Short term indicators",EMP,"Employment"
EES_TEES_SEX_OC2_NB_A,EES_TEES_SEX_OC2_NB,"Employees by sex and occupation - ISCO level 2 (thousands)",A,Annual,998.77 KB,1992,2019,06/03/2020 21:42:59,121612,YI,"Yearly indicators",EMP,"Employment"
EES_TEES_SEX_AGE_JOB_NB_A,EES_TEES_SEX_AGE_JOB_NB,"Employees by sex, age and temporary or permanent contract (thousands)",A,Annual,1.56 MB,1983,2019,06/03/2020 21:42:59,200111,YI,"Yearly indicators",EMP;WOM,"Employment | Women"
EES_TEES_SEX_HOW_NB_A,EES_TEES_SEX_HOW_NB,"Employees by sex and weekly hours actually worked (thousands)",A,Annual,343.04 KB,1976,2019,06/03/2020 09:03:16,38607,YI,"Yearly indicators",EMP,"Employment"
EES_TEES_ECO_OCU_NB_A,EES_TEES_ECO_OCU_NB,"Employees by economic activity and occupation (thousands)",A,Annual,4.43 MB,1992,2019,06/03/2020 09:03:20,602347,YI,"Yearly indicators",EMP,"Employment"
EES_XTMP_SEX_RT_A,EES_XTMP_SEX_RT,"Share of temporary employees by sex (%)",A,Annual,32.37 KB,1980,2019,06/03/2020 21:42:59,4187,YI,"Yearly indicators",EMP,"Employment"
IFL_XIEM_SEX_ECO_IFL_NB_A,IFL_XIEM_SEX_ECO_IFL_NB,"Informal employment and informal sector by sex (thousands)",A,Annual,38.98 KB,2004,2018,08/03/2020 06:08:51,4446,YI,"Yearly indicators",EMP;IFL,"Employment | Informal sector and informal employment"
IFL_XIEM_SEX_ECO_IFL_RT_A,IFL_XIEM_SEX_ECO_IFL_RT,"Informal employment and informal sector as a percent of employment by sex (%)",A,Annual,13.03 KB,2004,2018,08/03/2020 06:08:54,1564,YI,"Yearly indicators",EMP;IFL,"Employment | Informal sector and informal employment"
IFL_4IEM_SEX_ECO_IFL_NB_A,IFL_4IEM_SEX_ECO_IFL_NB,"Informal employment and informal sector by sex -- Harmonized series (thousands)",A,Annual,109.59 KB,1999,2019,06/03/2020 21:42:59,11374,YI,"Yearly indicators",EMP;IFL,"Employment | Informal sector and informal employment"
IFL_4IEM_SEX_ECO_IFL_RT_A,IFL_4IEM_SEX_ECO_IFL_RT,"Informal employment and informal sector as a percent of employment by sex -- Harmonized series (%)",A,Annual,32.81 KB,1999,2019,08/03/2020 06:08:57,4489,YI,"Yearly indicators",EMP;IFL,"Employment | Informal sector and informal employment"
PSE_TPSE_GOV_NB_A,PSE_TPSE_GOV_NB,"Public employment by sectors and sub-sectors of national accounts (thousands)",A,Annual,53.7 KB,1975,2018,14/01/2020 15:00:17,7236,YI,"Yearly indicators",EMP,"Employment"
EMP_2EER_NOC_RT_A,EMP_2EER_NOC_RT,"Employers as % of total employment -- ILO modelled estimates, Nov. 2019",A,Annual,43.07 KB,1991,2020,08/03/2020 06:45:03,7950,KI,"Key Indicators",EMP,"Employment"
EMP_2EES_NOC_RT_A,EMP_2EES_NOC_RT,"Employees as % of total employment -- ILO modelled estimates, Nov. 2019",A,Annual,48.83 KB,1991,2020,08/03/2020 06:44:32,7950,KI,"Key Indicators",EMP,"Employment"
EMP_2OAW_NOC_RT_A,EMP_2OAW_NOC_RT,"Own-account workers as % of total employment -- ILO modelled estimates, Nov. 2019",A,Annual,47.59 KB,1991,2020,08/03/2020 06:44:22,7950,KI,"Key Indicators",EMP,"Employment"
EMP_2CFW_NOC_RT_A,EMP_2CFW_NOC_RT,"Contributing family workers as % of total employment -- ILO modelled estimates, Nov. 2019",A,Annual,46.72 KB,1991,2020,08/03/2020 06:45:11,7950,KI,"Key Indicators",EMP,"Employment"
EMP_2AGR_NOC_RT_A,EMP_2AGR_NOC_RT,"Agriculture as % of total employment -- ILO modelled estimates, Nov. 2019",A,Annual,48.89 KB,1991,2020,08/03/2020 06:44:51,7950,KI,"Key Indicators",EMP,"Employment"
EMP_2IND_NOC_RT_A,EMP_2IND_NOC_RT,"Industry as % of total employment -- ILO modelled estimates, Nov. 2019",A,Annual,47.17 KB,1991,2020,08/03/2020 06:44:42,7950,KI,"Key Indicators",EMP,"Employment"
EMP_2SRV_NOC_RT_A,EMP_2SRV_NOC_RT,"Services as % of total employment -- ILO modelled estimates, Nov. 2019",A,Annual,49.08 KB,1991,2020,08/03/2020 06:45:20,7950,KI,"Key Indicators",EMP,"Employment"
EMP_2WAP_NOC_RT_A,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, Nov. 2019 (%)",A,Annual,47.53 KB,1991,2020,08/03/2020 06:46:00,7950,KI,"Key Indicators",EMP,"Employment"
EMP_2MEP_NOC_RT_A,EMP_2MEP_NOC_RT,"Employment-to-population ratio, men -- ILO modelled estimates, Nov. 2019 (%)",A,Annual,47.68 KB,1991,2020,08/03/2020 06:45:41,7950,KI,"Key Indicators",EMP,"Employment"
EMP_2WEP_NOC_RT_A,EMP_2WEP_NOC_RT,"Employment-to-population ratio, women -- ILO modelled estimates, Nov. 2019 (%)",A,Annual,48.17 KB,1991,2020,08/03/2020 06:45:32,7950,KI,"Key Indicators",EMP,"Employment"
EMP_2YEP_NOC_RT_A,EMP_2YEP_NOC_RT,"Employment-to-population ratio, youth -- ILO modelled estimates, Nov. 2019 (%)",A,Annual,48.48 KB,1991,2020,08/03/2020 06:45:51,7950,KI,"Key Indicators",EMP;YTH,"Employment | Youth"
EMP_DWAP_NOC_RT_A,EMP_DWAP_NOC_RT,"Employment-to-population ratio (%)",A,Annual,16.33 KB,1990,2019,08/03/2020 06:43:57,2049,KI,"Key Indicators",EMP,"Employment"
EMP_DWAM_NOC_RT_A,EMP_DWAM_NOC_RT,"Employment-to-population ratio, men (%)",A,Annual,16.26 KB,1990,2019,08/03/2020 06:44:06,2036,KI,"Key Indicators",EMP,"Employment"
EMP_DWAF_NOC_RT_A,EMP_DWAF_NOC_RT,"Employment-to-population ratio, women (%)",A,Annual,16.26 KB,1990,2019,08/03/2020 06:44:15,2037,KI,"Key Indicators",EMP,"Employment"
EMP_TAGR_NOC_RT_A,EMP_TAGR_NOC_RT,"Share of agriculture in total employment (%)",A,Annual,18.7 KB,1990,2019,08/03/2020 06:41:18,2760,KI,"Key Indicators",EMP,"Employment"
EMP_TCFW_NOC_RT_A,EMP_TCFW_NOC_RT,"Share of contributing family workers in total employment (%)",A,Annual,14.8 KB,1990,2019,08/03/2020 06:43:24,2298,KI,"Key Indicators",EMP,"Employment"
EMP_TEER_NOC_RT_A,EMP_TEER_NOC_RT,"Share of employers in total employment (%)",A,Annual,14.17 KB,1990,2019,08/03/2020 06:42:52,2258,KI,"Key Indicators",EMP,"Employment"
EMP_TIND_NOC_RT_A,EMP_TIND_NOC_RT,"Share of industry in total employment (%)",A,Annual,18.46 KB,1990,2019,08/03/2020 06:41:29,2783,KI,"Key Indicators",EMP,"Employment"
EMP_TOAW_NOC_RT_A,EMP_TOAW_NOC_RT,"Share of own-account workers in total employment (%)",A,Annual,16.07 KB,1990,2019,08/03/2020 06:42:20,2381,KI,"Key Indicators",EMP,"Employment"
EMP_TSRV_NOC_RT_A,EMP_TSRV_NOC_RT,"Share of services in total employment (%)",A,Annual,19.15 KB,1990,2019,08/03/2020 06:41:42,2783,KI,"Key Indicators",EMP,"Employment"
EMP_FAGR_NOC_RT_A,EMP_FAGR_NOC_RT,"Female share of employment in agriculture (%)",A,Annual,17.52 KB,1990,2019,08/03/2020 06:41:52,2551,KI,"Key Indicators",EMP,"Employment"
EMP_FCFW_NOC_RT_A,EMP_FCFW_NOC_RT,"Share of contributing family workers in total employment, women (%)",A,Annual,14.93 KB,1990,2019,08/03/2020 06:43:43,2255,KI,"Key Indicators",EMP,"Employment"
EMP_FEER_NOC_RT_A,EMP_FEER_NOC_RT,"Share of employers in total employment, women (%)",A,Annual,13.56 KB,1990,2019,08/03/2020 06:43:13,2230,KI,"Key Indicators",EMP,"Employment"
EMP_FIND_NOC_RT_A,EMP_FIND_NOC_RT,"Female share of employment in industry (%)",A,Annual,17.59 KB,1990,2019,08/03/2020 06:42:01,2604,KI,"Key Indicators",EMP,"Employment"
EMP_FOAW_NOC_RT_A,EMP_FOAW_NOC_RT,"Share of own-account workers in total employment, women (%)",A,Annual,15.9 KB,1990,2019,08/03/2020 06:42:40,2353,KI,"Key Indicators",EMP,"Employment"
EMP_FSRV_NOC_RT_A,EMP_FSRV_NOC_RT,"Female share of employment in services (%)",A,Annual,17.37 KB,1990,2019,08/03/2020 06:42:09,2603,KI,"Key Indicators",EMP,"Employment"
EMP_MCFW_NOC_RT_A,EMP_MCFW_NOC_RT,"Share of contributing family workers in total employment, men (%)",A,Annual,14.05 KB,1990,2019,08/03/2020 06:43:34,2235,KI,"Key Indicators",EMP,"Employment"
EMP_MEER_NOC_RT_A,EMP_MEER_NOC_RT,"Share of employers in total employment, men (%)",A,Annual,14.28 KB,1990,2019,08/03/2020 06:43:02,2238,KI,"Key Indicators",EMP,"Employment"
EMP_MOAW_NOC_RT_A,EMP_MOAW_NOC_RT,"Share of own-account workers in total employment, men (%)",A,Annual,15.96 KB,1990,2019,08/03/2020 06:42:30,2354,KI,"Key Indicators",EMP,"Employment"
POV_PLT1_NOC_RT_A,POV_PLT1_NOC_RT,"Extremely poor (<US$1.90, PPP) as % of total employment -- ILO modelled estimates",A,Annual,36.82 KB,1991,2020,08/03/2020 06:52:01,6270,KI,"Key Indicators",POV,"Employment by economic class"
POV_P2T3_NOC_RT_A,POV_P2T3_NOC_RT,"Moderately poor (>=US$1.90 & <US$3.10, PPP) as % of total employment -- ILO modelled estimates",A,Annual,37.26 KB,1991,2020,08/03/2020 06:52:08,6270,KI,"Key Indicators",POV,"Employment by economic class"
POV_P3T5_NOC_RT_A,POV_P3T5_NOC_RT,"Near poor (>=US$3.10 & <US$5, PPP) as % of total employment -- ILO modelled estimates",A,Annual,36.28 KB,1991,2020,08/03/2020 06:51:52,6030,KI,"Key Indicators",POV,"Employment by economic class"
POV_DEMM_NOC_RT_A,POV_DEMM_NOC_RT,"Working poverty rate, men (%)",A,Annual,2.43 KB,2007,2018,08/03/2020 06:51:44,256,KI,"Key Indicators",POV,"Employment by economic class"
POV_DEMF_NOC_RT_A,POV_DEMF_NOC_RT,"Working poverty rate, women (%)",A,Annual,2.43 KB,2007,2018,08/03/2020 06:51:48,256,KI,"Key Indicators",POV,"Employment by economic class"
POV_DEMP_NOC_RT_A,POV_DEMP_NOC_RT,"Working poverty rate (%)",A,Annual,2.47 KB,2007,2018,08/03/2020 06:51:40,263,KI,"Key Indicators",POV,"Employment by economic class"
TRU_TTRU_SEX_AGE_NB_A,TRU_TTRU_SEX_AGE_NB,"Time-related underemployment by sex and age (thousands)",A,Annual,386.65 KB,1955,2019,06/03/2020 21:43:00,53434,YI,"Yearly indicators",LUU;HOW,"Unemployment and labour underutilization | Working time"
TRU_TTRU_SEX_AGE_NB_Q,TRU_TTRU_SEX_AGE_NB,"Time-related underemployment by sex and age (thousands)",Q,Quarterly,387.31 KB,1955Q2,2019Q4,06/03/2020 21:43:43,59130,STI,"Short term indicators",LUU;HOW,"Unemployment and labour underutilization | Working time"
TRU_TTRU_SEX_AGE_NB_M,TRU_TTRU_SEX_AGE_NB,"Time-related underemployment by sex and age (thousands)",M,Monthly,117.56 KB,1955M05,2020M01,15/02/2020 23:47:20,14366,STI,"Short term indicators",LUU;HOW,"Unemployment and labour underutilization | Working time"
TRU_TTRU_SEX_AGE_GEO_NB_A,TRU_TTRU_SEX_AGE_GEO_NB,"Time-related underemployment by sex, age and rural / urban areas (thousands)",A,Annual,455.9 KB,1998,2019,06/03/2020 21:42:59,57433,YI,"Yearly indicators",LUU;HOW,"Unemployment and labour underutilization | Working time"
TRU_TTRU_SEX_AGE_MTS_NB_A,TRU_TTRU_SEX_AGE_MTS_NB,"Time-related underemployment by sex, age and marital status (thousands)",A,Annual,695.95 KB,1994,2019,06/03/2020 21:43:00,96119,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
TRU_TTRU_SEX_EDU_GEO_NB_A,TRU_TTRU_SEX_EDU_GEO_NB,"Time-related underemployment by sex, education and rural / urban areas (thousands)",A,Annual,275.59 KB,1998,2019,06/03/2020 21:42:59,31652,YI,"Yearly indicators",LUU;HOW,"Unemployment and labour underutilization | Working time"
TRU_TTRU_SEX_EDU_MTS_NB_A,TRU_TTRU_SEX_EDU_MTS_NB,"Time-related underemployment by sex, education and marital status (thousands)",A,Annual,110.35 KB,1998,2018,18/10/2019 13:46:03,12883,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
TRU_DEMP_SEX_AGE_RT_A,TRU_DEMP_SEX_AGE_RT,"Time-related underemployment rate by sex and age (%)",A,Annual,350.71 KB,1955,2019,06/03/2020 21:43:00,52661,YI,"Yearly indicators",LUU;HOW,"Unemployment and labour underutilization | Working time"
TRU_DEMP_SEX_AGE_RT_Q,TRU_DEMP_SEX_AGE_RT,"Time-related underemployment rate by sex and age (%)",Q,Quarterly,360.38 KB,1955Q2,2019Q4,06/03/2020 21:43:43,54808,STI,"Short term indicators",LUU;HOW,"Unemployment and labour underutilization | Working time"
TRU_DEMP_SEX_AGE_RT_M,TRU_DEMP_SEX_AGE_RT,"Time-related underemployment rate by sex and age (%)",M,Monthly,104.08 KB,1955M05,2020M01,15/02/2020 23:47:20,14623,STI,"Short term indicators",LUU;HOW,"Unemployment and labour underutilization | Working time"
TRU_DEMP_SEX_AGE_GEO_RT_A,TRU_DEMP_SEX_AGE_GEO_RT,"Time-related underemployment rate by sex, age and rural / urban areas (%)",A,Annual,410.98 KB,1998,2019,06/03/2020 21:42:59,56501,YI,"Yearly indicators",LUU;HOW,"Unemployment and labour underutilization | Working time"
TRU_DEMP_SEX_AGE_MTS_RT_A,TRU_DEMP_SEX_AGE_MTS_RT,"Time-related underemployment rate by sex, age and marital status (%)",A,Annual,665.62 KB,1994,2019,06/03/2020 21:43:00,96117,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
TRU_DEMP_SEX_EDU_GEO_RT_A,TRU_DEMP_SEX_EDU_GEO_RT,"Time-related underemployment rate by sex, education and rural / urban areas (%)",A,Annual,249.89 KB,1998,2019,06/03/2020 21:42:59,31653,YI,"Yearly indicators",LUU;HOW,"Unemployment and labour underutilization | Working time"
TRU_DEMP_SEX_EDU_MTS_RT_A,TRU_DEMP_SEX_EDU_MTS_RT,"Time-related underemployment rate by sex, education and marital status (%)",A,Annual,100.15 KB,1998,2018,18/10/2019 13:46:03,12887,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
UNE_TUNE_SEX_AGE_NB_A,UNE_TUNE_SEX_AGE_NB,"Unemployment by sex and age (thousands)",A,Annual,1.75 MB,1947,2019,06/03/2020 21:43:00,257038,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_NB_Q,UNE_TUNE_SEX_AGE_NB,"Unemployment by sex and age (thousands)",Q,Quarterly,2.68 MB,1948Q1,2019Q4,06/03/2020 21:43:43,442093,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_NB_M,UNE_TUNE_SEX_AGE_NB,"Unemployment by sex and age (thousands)",M,Monthly,1.71 MB,1948M01,2020M02,06/03/2020 21:43:43,295112,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_DSB_NB_A,UNE_TUNE_SEX_DSB_NB,"Unemployment by sex and disability status (thousands)",A,Annual,14.76 KB,2005,2019,06/03/2020 21:42:59,1648,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_EDU_NB_A,UNE_TUNE_SEX_AGE_EDU_NB,"Unemployment by sex, age and education (thousands)",A,Annual,5.07 MB,1976,2019,06/03/2020 21:43:00,760578,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_EDU_NB_Q,UNE_TUNE_SEX_AGE_EDU_NB,"Unemployment by sex, age and education (thousands)",Q,Quarterly,7.29 MB,1990Q1,2019Q4,06/03/2020 21:43:43,1130046,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_EDU_NB_M,UNE_TUNE_SEX_AGE_EDU_NB,"Unemployment by sex, age and education (thousands)",M,Monthly,1.62 MB,1990M01,2020M01,15/02/2020 23:47:20,215973,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_GEO_NB_A,UNE_TUNE_SEX_AGE_GEO_NB,"Unemployment by sex, age and rural / urban areas (thousands)",A,Annual,1.28 MB,1982,2019,06/03/2020 21:43:00,173925,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_GEO_NB_Q,UNE_TUNE_SEX_AGE_GEO_NB,"Unemployment by sex, age and rural / urban areas (thousands)",Q,Quarterly,2.94 MB,1995Q2,2019Q4,06/03/2020 21:43:43,472692,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_GEO_NB_M,UNE_TUNE_SEX_AGE_GEO_NB,"Unemployment by sex, age and rural / urban areas (thousands)",M,Monthly,517.44 KB,2005M01,2020M01,15/02/2020 23:47:18,66732,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_MTS_NB_A,UNE_TUNE_SEX_AGE_MTS_NB,"Unemployment by sex, age and marital status (thousands)",A,Annual,1.65 MB,1990,2019,06/03/2020 21:43:00,246230,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
UNE_TUNE_SEX_MTS_NB_A,UNE_TUNE_SEX_MTS_NB,"Unemployment by sex and marital status (thousands)",A,Annual,152.96 KB,1990,2019,06/03/2020 21:43:00,19074,YI,"Yearly indicators",LUU;WOM,"Unemployment and labour underutilization | Women"
UNE_TUNE_SEX_AGE_DUR_NB_A,UNE_TUNE_SEX_AGE_DUR_NB,"Unemployment by sex, age and duration (thousands)",A,Annual,4.97 MB,1948,2019,06/03/2020 09:03:43,736793,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_DUR_NB_Q,UNE_TUNE_SEX_AGE_DUR_NB,"Unemployment by sex, age and duration (thousands)",Q,Quarterly,7.98 MB,1948Q1,2019Q4,06/03/2020 21:43:43,1361241,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_AGE_DUR_NB_M,UNE_TUNE_SEX_AGE_DUR_NB,"Unemployment by sex, age and duration (thousands)",M,Monthly,2.58 MB,1948M01,2020M01,15/02/2020 23:47:20,354842,STI,"Short term indicators",LUU,"Unemployment and labour underutilization"
UNE_TUNE_SEX_DUR_GEO_NB_A,UNE_TUNE_SEX_DUR_GEO_NB,"Unemployment by sex, duration and rural / urban areas (thousands)",A,Annual,361.19 KB,1990,2019,06/03/2020 21:42:59,41951,YI,"Yearly indicators",LUU,"Unemployment and labour underutilization"
